Usuario,Importe,Operacion,Categoria,Descripcion,Adjunto,Creacion,Fecha_operacion
Juanito,55,Gasto,Bodega,"Pan,2 paltas,ají, mandarina,plátanos,arroz, leche,fresas,leche tarro",,"October 2, 2022 8:56 PM","September 30, 2022"
Juanito,25,Ingreso,Depósito,"Yape a Luchi ",https://res.cloudinary.com/gscloudinary/image/upload/v1664762360/conta-fam/s3fvbusbrcix4te2dyy1.jpg,"October 2, 2022 8:59 PM","September 30, 2022"
Juanito,12,Gasto,Bodega,"Pan,jabón, mantequilla,palta",,"October 4, 2022 9:03 AM","October 3, 2022"
Juanito,40,Ingreso,Depósito,"Yape a Luchi ",https://res.cloudinary.com/gscloudinary/image/upload/v1664892271/conta-fam/emd5y2abtvhu0alhf8oq.jpg,"October 4, 2022 9:04 AM","October 3, 2022"
Juanito,40,Gasto,Bodega,"Yogurt,queso,2paltas, plátanos, mandarina,bellacos,huevos, jabón.",,"October 5, 2022 4:04 PM","October 4, 2022"
Juanito,40,Ingreso,Depósito,"Yape a Luchi ",https://res.cloudinary.com/gscloudinary/image/upload/v1665003941/conta-fam/k6obx1xvs4yulitbjsvl.jpg,"October 5, 2022 4:05 PM","October 4, 2022"
Juanito,45,Gasto,Bodega,"Arroz,papa,pan,palta,ph,jabón,café,menestra,",,"October 6, 2022 8:52 AM","October 5, 2022"
Juanito,25,Ingreso,Depósito,"Yape a Luchi ",https://res.cloudinary.com/gscloudinary/image/upload/v1665064365/conta-fam/jch3iovkjdp2y7qcdzfj.jpg,"October 6, 2022 8:52 AM","October 5, 2022"
Juanito,57,Gasto,Bodega,"Detergente, suavizante, huevos,tomate, cebolla, zanahoria, pimiento, ajíes,pasas,papa,palta.",,"October 6, 2022 11:03 PM","October 6, 2022"
Juanito,23,Ingreso,Depósito,"Yape a Luchi ",https://res.cloudinary.com/gscloudinary/image/upload/v1665115441/conta-fam/p24pbj6kgkt0pcp9kljv.jpg,"October 6, 2022 11:04 PM","October 6, 2022"
Juanito,38,Gasto,Bodega,"2paltas,4cafe,ph, mandarina,papaya,plátanos,jabon",,"October 9, 2022 10:04 AM","October 7, 2022"
Juanito,35,Ingreso,Depósito,"Yape a Luchi ",https://res.cloudinary.com/gscloudinary/image/upload/v1665327987/conta-fam/hzwonaq9jm6xgejcvt52.jpg,"October 9, 2022 10:06 AM","October 7, 2022"
Juanito,7.1,Ingreso,Depósito,"Yape a Luchi ",https://res.cloudinary.com/gscloudinary/image/upload/v1665328028/conta-fam/c8jrin1s8ikmkvjob78s.jpg,"October 9, 2022 10:07 AM","October 7, 2022"
Luchita,200,Gasto,Cochera,Cochera,https://res.cloudinary.com/gscloudinary/image/upload/v1665329355/conta-fam/afvpzc2g7zp0f0ltwpw6.jpg,"October 9, 2022 10:29 AM","October 2, 2022"
Luchita,152.2,Gasto,Mantenimiento,"Mantenimiento edificio ",https://res.cloudinary.com/gscloudinary/image/upload/v1665329451/conta-fam/tbtqel4yggz1kpbijlsq.jpg,"October 9, 2022 10:30 AM","October 4, 2022"
Luchita,15.63,Gasto,Mantenimiento,"Contingencia edificio ",https://res.cloudinary.com/gscloudinary/image/upload/v1665329514/conta-fam/qql6ys8u6poew0c77dco.jpg,"October 9, 2022 10:31 AM","October 4, 2022"
Luchita,37.9,Gasto,Bodega,Pollo mercado,https://res.cloudinary.com/gscloudinary/image/upload/v1665329566/conta-fam/kdckifo15y3upofwpwxz.jpg,"October 9, 2022 10:32 AM","October 6, 2022"
Luchita,19.7,Gasto,Bodega,"Yogurt, 3 Jabones Tottus",https://res.cloudinary.com/gscloudinary/image/upload/v1665465422/conta-fam/d2v3jb1x39dtflbbgb31.jpg,"October 11, 2022 12:17 AM","October 10, 2022"
Juanito,80,Gasto,Bodega,Varios y luchi,,"October 12, 2022 6:50 PM","October 10, 2022"
Juanito,56,Gasto,Bodega,"Arroz,atúnes,fruta,avena, huevos,pan,jabón,paltas",,"October 12, 2022 6:52 PM","October 11, 2022"
Juanito,34,Ingreso,Depósito,"Yape a Luchi ",https://res.cloudinary.com/gscloudinary/image/upload/v1665618767/conta-fam/vkub8uka9n1zfpbxllk0.jpg,"October 12, 2022 6:52 PM","October 11, 2022"
Juanito,20,Gasto,Bodega,"Palta,pan,cabanosi, jengibre, pastillas ",,"October 13, 2022 9:11 AM","October 12, 2022"
Juanito,50,Ingreso,Depósito,"Transferencia Interbank ",https://res.cloudinary.com/gscloudinary/image/upload/v1665670304/conta-fam/ox6fumhumo6yrenvwsmg.jpg,"October 13, 2022 9:11 AM","October 12, 2022"
Juanito,30,Gasto,Bodega,"Aceite, huevos,ph",,"October 14, 2022 3:05 PM","October 13, 2022"
Juanito,50,Ingreso,Depósito,"Transferencia Interbank ",https://res.cloudinary.com/gscloudinary/image/upload/v1665777981/conta-fam/qujzbpb3h8cxpsngmxiy.jpg,"October 14, 2022 3:06 PM","October 13, 2022"
Luchita,74,Gasto,Internet,Pago internet,https://res.cloudinary.com/gscloudinary/image/upload/v1665836347/conta-fam/qi1myaviye2fjmwse3ni.jpg,"October 15, 2022 7:19 AM","October 11, 2022"
Luchita,38.5,Gasto,Bodega,"Pollo mercado, domingo 9/10",https://res.cloudinary.com/gscloudinary/image/upload/v1665837917/conta-fam/kwloxob9etutdzksmdim.jpg,"October 15, 2022 7:45 AM","October 15, 2022"
Luchita,20.2,Gasto,Bodega,Verduras,https://res.cloudinary.com/gscloudinary/image/upload/v1665838153/conta-fam/briivkl19uud98eqrh4h.jpg,"October 15, 2022 7:49 AM","October 9, 2022"
Luchita,13,Gasto,Bodega,Mercado,https://res.cloudinary.com/gscloudinary/image/upload/v1665838280/conta-fam/rfnpgwvs2qij0eoehh0y.jpg,"October 15, 2022 7:51 AM","October 9, 2022"
Luchita,11.66,Gasto,Bodega,"Tottus, para chaufa",https://res.cloudinary.com/gscloudinary/image/upload/v1665839092/conta-fam/demvzqiktznxrjexqvek.jpg,"October 15, 2022 8:04 AM","October 12, 2022"
Luchita,19,Gasto,Bodega,"Detergente,  mayonesa y vainitas. EFECTIVO ",,"October 16, 2022 1:14 PM","October 15, 2022"
Luchita,65,Gasto,Celular,Pago celular de Juan,https://res.cloudinary.com/gscloudinary/image/upload/v1666030517/conta-fam/yzsgzrtfsqeqasglued7.jpg,"October 17, 2022 1:15 PM","October 17, 2022"
Juanito,60,Gasto,Bodega,"Pan, huevos, cereal, arroz, azúcar, jabón,palta,etc",,"October 20, 2022 3:36 PM","October 17, 2022"
Juanito,20,Gasto,Otros,Extra domingo,,"October 20, 2022 3:36 PM","October 17, 2022"
Juanito,30,Gasto,Bodega,"Pan,palta,leche,jabón,etc",,"October 20, 2022 3:38 PM","October 17, 2022"
Juanito,20,Gasto,Otros,Extra domingo,,"October 20, 2022 3:38 PM","October 17, 2022"
Juanito,30,Ingreso,Depósito,"Yape a Luchi ",https://res.cloudinary.com/gscloudinary/image/upload/v1666298447/conta-fam/copxdkkysegqgqsd3chy.jpg,"October 20, 2022 3:40 PM","October 18, 2022"
Juanito,50,Gasto,Bodega,"Papaya, piña,tomate, cebolla, lavavajilla,2jabones,palta,pan,queso, pimienta, ajinomoto,etc",,"October 20, 2022 3:43 PM","October 19, 2022"
Juanito,20,Gasto,Otros,"Extra domingo ",,"October 20, 2022 3:44 PM","October 19, 2022"
Juanito,10,Ingreso,Depósito,"Yape a Luchi ",https://res.cloudinary.com/gscloudinary/image/upload/v1666298773/conta-fam/xplymqgm7qyokgy8igk9.jpg,"October 20, 2022 3:46 PM","October 19, 2022"
Juanito,25,Gasto,Bodega,"Pan,palta, hogdog, cabanosi,tonate",,"October 25, 2022 8:59 AM","October 24, 2022"
Juanito,55,Ingreso,Depósito,"Yape a Luchi ",https://res.cloudinary.com/gscloudinary/image/upload/v1666706383/conta-fam/e8ks9f9lilo6xp8dslwg.jpg,"October 25, 2022 8:59 AM","October 24, 2022"
Juanito,40,Gasto,Bodega,"Pan,palta, papel toalla,servilletas,cebolla,tomate,leche",,"October 25, 2022 9:03 AM","October 20, 2022"
Juanito,60,Gasto,Otros,"Empanadas,wong,etc",,"October 25, 2022 9:04 AM","October 20, 2022"
Juanito,71,Gasto,Bodega,"Pollo, paltas,jabón,café,pasas,arroz",,"October 26, 2022 6:49 PM","October 25, 2022"
Juanito,9,Ingreso,Depósito,"Yape a Luchi ",https://res.cloudinary.com/gscloudinary/image/upload/v1666828231/conta-fam/ykytfpzaqela9baqfazc.jpg,"October 26, 2022 6:50 PM","October 25, 2022"
Juanito,50,Gasto,Bodega,"Fideos,leche,papa, mantequilla,2paltas,ají, Luchi 20",,"October 27, 2022 7:04 PM","October 26, 2022"
Juanito,30,Ingreso,Depósito,"Transferencia Interbank ",https://res.cloudinary.com/gscloudinary/image/upload/v1666915525/conta-fam/axcievkg2afshmqzpbis.jpg,"October 27, 2022 7:05 PM","October 26, 2022"
Juanito,55,Gasto,Bodega,"Detergente,suavitel,pan,paltas, plátanos, mandarina,2atunes, huevos, zanahoria, arvejita ",,"October 28, 2022 3:02 PM","October 27, 2022"
Juanito,25,Ingreso,Depósito,"Transferencia Interbank ",https://res.cloudinary.com/gscloudinary/image/upload/v1666987384/conta-fam/ldzrvdxrsergbn2cueop.jpg,"October 28, 2022 3:03 PM","October 27, 2022"
Juanito,65,Gasto,Bodega,"Compras del viernes, sábado y domingo ",,"October 31, 2022 11:39 PM","October 28, 2022"
Juanito,37,Gasto,Bodega,"Huevos,pan,palta, leche, Marsella, suavitel,limones",,"October 31, 2022 11:45 PM","October 31, 2022"
Juanito,8,Gasto,Farmacia,"Pastillas Luchi ",,"October 31, 2022 11:45 PM","October 31, 2022"
Luchita,58,Gasto,Gas,Gas,https://res.cloudinary.com/gscloudinary/image/upload/v1667306952/conta-fam/lceaga7m7uxb8bjyun3r.jpg,"November 1, 2022 7:49 AM","October 21, 2022"
Luchita,58.6,Gasto,Bodega,Pescado,https://res.cloudinary.com/gscloudinary/image/upload/v1667307096/conta-fam/ovygptegwhzetk2xkgfy.jpg,"November 1, 2022 7:51 AM","October 20, 2022"
Luchita,9,Gasto,Bodega,Agua y otros,https://res.cloudinary.com/gscloudinary/image/upload/v1667307178/conta-fam/eih8rxllwzy1zpgwmapb.jpg,"November 1, 2022 7:52 AM","October 21, 2022"
Luchita,50,Gasto,Carro,Parche de llanta,https://res.cloudinary.com/gscloudinary/image/upload/v1667307242/conta-fam/jcpxqxo6ofepueghntfh.jpg,"November 1, 2022 7:54 AM","October 21, 2022"
Luchita,28,Gasto,Bodega,"Bodega Cieneguilla ",https://res.cloudinary.com/gscloudinary/image/upload/v1667307343/conta-fam/mjgz4zokmbtx7h1nkhpj.jpg,"November 1, 2022 7:55 AM","October 22, 2022"
Luchita,6.5,Gasto,Bodega,Queso y pan,https://res.cloudinary.com/gscloudinary/image/upload/v1667307470/conta-fam/h6msmgjngjd1f69yu09a.jpg,"November 1, 2022 7:57 AM","October 26, 2022"
Luchita,251.9,Gasto,Luz,Pago de luz,https://res.cloudinary.com/gscloudinary/image/upload/v1667307585/conta-fam/txm693eoyoqyzfqfk2gl.jpg,"November 1, 2022 7:59 AM","October 29, 2022"
Luchita,149.19,Gasto,Mantenimiento,"Mantenimiento edificio ",https://res.cloudinary.com/gscloudinary/image/upload/v1667307635/conta-fam/axakvk4lzp1g9akcdpqj.jpg,"November 1, 2022 8:00 AM","October 29, 2022"
Luchita,9.3,Gasto,Bodega,Compra tripack jabones,,"November 1, 2022 8:07 AM","October 26, 2022"
Luchita,94.8,Gasto,Bodega,"Carne parrilla, mercado",https://res.cloudinary.com/gscloudinary/image/upload/v1667309514/conta-fam/w08oexgmr5xfoqsh1lzy.jpg,"November 1, 2022 8:31 AM","October 20, 2022"
Luchita,37.1,Gasto,Bodega,Compras paisano,https://res.cloudinary.com/gscloudinary/image/upload/v1667309566/conta-fam/cpvri7j2rsygwryixvuq.jpg,"November 1, 2022 8:32 AM","October 20, 2022"
Luchita,54.6,Gasto,Bodega,Compras varios mercado,https://res.cloudinary.com/gscloudinary/image/upload/v1667309667/conta-fam/smp1eyh6zr7wo0syvfqc.jpg,"November 1, 2022 8:34 AM","October 21, 2022"
Luchita,24.8,Gasto,Bodega,"PH, paltas y otros ",https://res.cloudinary.com/gscloudinary/image/upload/v1667309740/conta-fam/acjwsknekeks2gm1b1mi.jpg,"November 1, 2022 8:35 AM","October 21, 2022"
Luchita,24.8,Gasto,Bodega,"Compras bodegas ",https://res.cloudinary.com/gscloudinary/image/upload/v1667309853/conta-fam/cdthsf1yzt94aocpfz4e.jpg,"November 1, 2022 8:37 AM","October 24, 2022"
Juanito,50,Ingreso,Depósito,"Transferencia Interbank ",https://res.cloudinary.com/gscloudinary/image/upload/v1667323573/conta-fam/hxvwq3hxci8m4ecepk0g.jpg,"November 1, 2022 12:26 PM","October 31, 2022"
Luchita,200,Gasto,Cochera,Pago de cochera,https://res.cloudinary.com/gscloudinary/image/upload/v1667339057/conta-fam/sqmttstrbwo9bxq6q9me.jpg,"November 1, 2022 4:44 PM","November 1, 2022"
Luchita,72.7,Gasto,Bodega,"Compras en Metro, ph, Jabones, crema dental y aceite",https://res.cloudinary.com/gscloudinary/image/upload/v1667347664/conta-fam/ffzar0bgmwqsrhlbccjs.jpg,"November 1, 2022 7:07 PM","November 1, 2022"
Juanito,60,Gasto,Bodega,"Pollo,palta,pan, leche, ajíes,",,"November 3, 2022 3:17 PM","November 2, 2022"
Juanito,20,Ingreso,Depósito,"Yape a Luchi ",https://res.cloudinary.com/gscloudinary/image/upload/v1667506705/conta-fam/cdaixxqcr35gizalhme1.jpg,"November 3, 2022 3:18 PM","November 2, 2022"
Juanito,48,Gasto,Bodega,"Arroz,betún,palta,zapallo,yuca,atún,tomate, pimiento,pan",,"November 4, 2022 9:24 PM","November 3, 2022"
Juanito,32,Ingreso,Depósito,"Transferencia Interbank ",https://res.cloudinary.com/gscloudinary/image/upload/v1667615083/conta-fam/hvbngxdxhhewggfczo8r.jpg,"November 4, 2022 9:24 PM","November 3, 2022"
Juanito,30,Gasto,Bodega,"Empanadas,pan,palta, hogdog ",,"November 7, 2022 4:25 PM","November 4, 2022"
Juanito,110,Gasto,Otros,Varios,,"November 7, 2022 4:27 PM","November 7, 2022"
Luchita,15.63,Gasto,Mantenimiento,"Contingencia edificio ",https://res.cloudinary.com/gscloudinary/image/upload/v1667869086/conta-fam/x0balxxb27bmxzxw0ygx.jpg,"November 7, 2022 7:58 PM","November 4, 2022"
Luchita,18.3,Gasto,Bodega,"Papaya, plátanos,  Mandarina,  paltas, jabón ",https://res.cloudinary.com/gscloudinary/image/upload/v1667869215/conta-fam/gb2ncwjpi2gu7oriiawl.jpg,"November 7, 2022 8:00 PM","November 7, 2022"
Juanito,50,Gasto,Bodega,"Arroz,pan,lenteja, leche, huevos,café,palta",,"November 9, 2022 9:03 AM","November 7, 2022"
Juanito,30,Ingreso,Depósito,"Yape a Luchi ",https://res.cloudinary.com/gscloudinary/image/upload/v1668002623/conta-fam/ixembi4jy2shhfx6o9us.jpg,"November 9, 2022 9:03 AM","November 7, 2022"
Juanito,80,Ingreso,Depósito,"Transferencia Interbank ",https://res.cloudinary.com/gscloudinary/image/upload/v1668020521/conta-fam/yvav2dmjte67z5qsyue2.jpg,"November 9, 2022 2:02 PM","November 8, 2022"
Juanito,50,Gasto,Bodega,"Pollo,pan,palta",,"November 9, 2022 9:28 PM","November 9, 2022"
Luchita,49,Gasto,Bodega,"Fideos, salsa don vittorio, Detergente, Suavizante,  papaya, pollo, otros",https://res.cloudinary.com/gscloudinary/image/upload/v1668256205/conta-fam/g1aa8ayswlkcefls0t9l.jpg,"November 12, 2022 7:30 AM","November 9, 2022"
Luchita,74,Gasto,Internet,"Internet ",https://res.cloudinary.com/gscloudinary/image/upload/v1668256283/conta-fam/rekuqhchj5kkbob7qjgl.jpg,"November 12, 2022 7:31 AM","November 9, 2022"
Luchita,17,Gasto,Bodega,1er día sin beat. Faltó para compras,https://res.cloudinary.com/gscloudinary/image/upload/v1668256370/conta-fam/wddgnqbsbs8wxrd93na8.jpg,"November 12, 2022 7:32 AM","November 9, 2022"
Juanito,50,Gasto,Bodega,"3atunes, yogurt, cereal, camotes, cebolla,paltas,pan,limones",,"November 14, 2022 2:40 PM","November 10, 2022"
Juanito,90,Gasto,Bodega,"Del viernes,sábado y domingo ",,"November 14, 2022 2:52 PM","November 11, 2022"
Juanito,20,Ingreso,Depósito,"Yape a Luchi ",https://res.cloudinary.com/gscloudinary/image/upload/v1668455615/conta-fam/ujqbkd9u3vqwcy0lvbbh.jpg,"November 14, 2022 2:53 PM","November 11, 2022"
Juanito,20,Ingreso,Depósito,"Yape a Luchi ",https://res.cloudinary.com/gscloudinary/image/upload/v1668540144/conta-fam/srd5nfovtxvzvrfnnkci.jpg,"November 15, 2022 2:22 PM","November 14, 2022"
Juanito,60,Gasto,Bodega,"Papa,arroz, huevos,jabón,queso,leche caja, leche tarro,bolsasb, azúcar,pan, pastillas luchi",,"November 15, 2022 2:24 PM","November 14, 2022"
Luchita,65,Gasto,Celular,Pago celular Juan,https://res.cloudinary.com/gscloudinary/image/upload/v1668567616/conta-fam/cf9jddwwladjahtbqvmp.jpg,"November 15, 2022 10:00 PM","November 15, 2022"
Juanito,35,Gasto,Bodega,"Pan,palta,2jabones, pepino, menú ",,"November 16, 2022 2:35 PM","November 15, 2022"
Juanito,45,Ingreso,Depósito,"Yape a Luchi ",https://res.cloudinary.com/gscloudinary/image/upload/v1668627360/conta-fam/bb2aydqpocib79tdx2sx.jpg,"November 16, 2022 2:36 PM","November 15, 2022"
Juanito,30,Gasto,Bodega,"Atún,pan, mandarina, plátanos, bellacos,palta,limones, arroz ",,"November 16, 2022 10:19 PM","November 16, 2022"
Juanito,50,Ingreso,Depósito,"Yape a Luchi ",https://res.cloudinary.com/gscloudinary/image/upload/v1668655195/conta-fam/fnmi1ufisuitkom9bfww.jpg,"November 16, 2022 10:19 PM","November 16, 2022"
Juanito,35,Gasto,Bodega,"Atunes2,pan,camote,leche,huevos,palta",,"November 18, 2022 8:42 PM","November 17, 2022"
Juanito,45,Ingreso,Depósito,"Transferencia Interbank ",https://res.cloudinary.com/gscloudinary/image/upload/v1668822210/conta-fam/anbpidi5jsdquuukl7wp.jpg,"November 18, 2022 8:43 PM","November 17, 2022"
Juanito,25,Gasto,Bodega,"Yogurt, cereal,palta,pan,queso",,"November 18, 2022 10:04 PM","November 18, 2022"
Juanito,42,Ingreso,Depósito,"Yape a Luchi ",https://res.cloudinary.com/gscloudinary/image/upload/v1668827139/conta-fam/zulw7gcynsfqmsyxn3qs.jpg,"November 18, 2022 10:05 PM","November 18, 2022"
Juanito,13,Ingreso,Depósito,"Transferencia Interbank ",https://res.cloudinary.com/gscloudinary/image/upload/v1668827174/conta-fam/z7zoeqfqjvm1pbvberzl.jpg,"November 18, 2022 10:06 PM","November 18, 2022"
Luchita,49,Gasto,Bodega,Pollo mercado,,"November 20, 2022 8:07 PM","November 19, 2022"
Luchita,42.6,Gasto,Bodega,Verduras mercado,https://res.cloudinary.com/gscloudinary/image/upload/v1668992874/conta-fam/ffdsfimvcp0jkak6zkgu.jpg,"November 20, 2022 8:07 PM","November 19, 2022"
Luchita,24.3,Gasto,Bodega,Pescado,https://res.cloudinary.com/gscloudinary/image/upload/v1668992912/conta-fam/bbs4k6ul8vbvh08s7kor.jpg,"November 20, 2022 8:08 PM","November 19, 2022"
Luchita,12.5,Gasto,Bodega,Aceite,https://res.cloudinary.com/gscloudinary/image/upload/v1668992959/conta-fam/pccvoarw9a6cvfoh512a.jpg,"November 20, 2022 8:09 PM","November 19, 2022"
Luchita,12.4,Gasto,Bodega,"Queso, leche, pan, galletas ",https://res.cloudinary.com/gscloudinary/image/upload/v1668993206/conta-fam/yxopvyhicvhesorhyjdm.jpg,"November 20, 2022 8:13 PM","November 20, 2022"
Luchita,12,Gasto,Bodega,"Fideo, palta otros",https://res.cloudinary.com/gscloudinary/image/upload/v1668993243/conta-fam/fjilzbovye0bbqdnxxhn.jpg,"November 20, 2022 8:14 PM","November 20, 2022"
Luchita,8.1,Gasto,Bodega,Compra en EFECTIVO Condimentos,,"November 20, 2022 8:57 PM","November 19, 2022"
Juanito,45,Gasto,Bodega,"Palta,pan,2leches,aceitunas,3jabones,lechuga,queso,",,"November 22, 2022 6:57 PM","November 21, 2022"
Juanito,35,Ingreso,Depósito,"Yape a Luchi ",https://res.cloudinary.com/gscloudinary/image/upload/v1669161468/conta-fam/zamnaegtlpmuqnnechhb.jpg,"November 22, 2022 6:57 PM","November 21, 2022"
Juanito,30,Gasto,Bodega,"Cebolla, palta, mandarina, plátanos,sapolio,pasas,arvejita, papaya,esponja",,"November 23, 2022 2:55 PM","November 22, 2022"
Juanito,50,Ingreso,Depósito,"Yape a Luchi ",https://res.cloudinary.com/gscloudinary/image/upload/v1669233390/conta-fam/k3a1ixqjlcybrdrp9enc.jpg,"November 23, 2022 2:56 PM","November 22, 2022"
Juanito,22,Gasto,Bodega,"Huevos,palta,pan,mostaza,",,"November 24, 2022 8:28 PM","November 23, 2022"
Juanito,58,Ingreso,Depósito,"Transferencia Interbank ",https://res.cloudinary.com/gscloudinary/image/upload/v1669339774/conta-fam/rcyc25pvdmhrniv8aakt.jpg,"November 24, 2022 8:29 PM","November 23, 2022"
Luchita,491.2,Gasto,Luz,"2 meses de luz ",https://res.cloudinary.com/gscloudinary/image/upload/v1669347739/conta-fam/thlyiwekfhm5qze4hie4.jpg,"November 24, 2022 10:42 PM","November 24, 2022"
Juanito,80,Gasto,Bodega,"Compras jueves viernes ",,"November 27, 2022 9:02 PM","November 24, 2022"
Juanito,80,Gasto,Bodega,"Compras sábado domingo ",,"November 27, 2022 9:03 PM","November 25, 2022"
Juanito,49,Gasto,Bodega,"Fruta, pan, palta, papaya, jabones,huevos,ajíes, pimiento,leche,mostaza",,"November 29, 2022 3:18 PM","November 28, 2022"
Juanito,31,Ingreso,Depósito,"Transferencia Interbank ",https://res.cloudinary.com/gscloudinary/image/upload/v1669753133/conta-fam/nrwzrgfngfb0t2ww4jrv.jpg,"November 29, 2022 3:18 PM","November 28, 2022"
Luchita,40,Gasto,Bodega,"Pollo mercado ",https://res.cloudinary.com/gscloudinary/image/upload/v1669774025/conta-fam/irlabrhammnsip8owcqp.jpg,"November 29, 2022 9:07 PM","November 27, 2022"
Juanito,18,Gasto,Bodega,"Pan,palta,papel,azúcar,vaniss, mermelada ",,"November 30, 2022 9:10 AM","November 29, 2022"
Juanito,22,Gasto,Farmacia,"Pastillas Jluis, Luchi ",,"November 30, 2022 9:10 AM","November 29, 2022"
Juanito,40,Ingreso,Depósito,"Yape a Luchi ",https://res.cloudinary.com/gscloudinary/image/upload/v1669817480/conta-fam/dpdlgavoj2jiqahwwruv.jpg,"November 30, 2022 9:11 AM","November 29, 2022"
Juanito,87,Gasto,Bodega,"Huevos,café lata,mi menú,pan,palta,leche",,"December 2, 2022 9:02 AM","November 30, 2022"
Juanito,70,Ingreso,Depósito,"Transferencia Interbank ",https://res.cloudinary.com/gscloudinary/image/upload/v1669990056/conta-fam/bsbp93afmllhx5qbnl4p.jpg,"December 2, 2022 9:07 AM","December 1, 2022"
Luchita,200,Gasto,Cochera,Pago cochera,https://res.cloudinary.com/gscloudinary/image/upload/v1670039528/conta-fam/wkpwxjgzvfttgg2nsbcr.jpg,"December 2, 2022 10:52 PM","November 30, 2022"
Luchita,57,Gasto,Gas,Gas,https://res.cloudinary.com/gscloudinary/image/upload/v1670039685/conta-fam/ibevrfoj77x2d0pdqczb.jpg,"December 2, 2022 10:54 PM","December 1, 2022"
Luchita,28.6,Gasto,Bodega,"Tripack Jabones
Tripack colgate",https://res.cloudinary.com/gscloudinary/image/upload/v1670039918/conta-fam/i4bqyuznf5qguut5mwhk.jpg,"December 2, 2022 10:58 PM","December 2, 2022"
Luchita,10,Gasto,Bodega,Huevos,https://res.cloudinary.com/gscloudinary/image/upload/v1670041075/conta-fam/vw4rcpqfeby3aqrncupa.jpg,"December 2, 2022 11:18 PM","November 28, 2022"
Juanito,89,Gasto,Bodega,"Pan,palta,leche,mi menú,papaya, plátano, otros",,"December 4, 2022 3:00 PM","December 2, 2022"
Luchita,30,Gasto,Bodega,"Compras en efectivo, Atún, Detergente, suavice, etc",,"December 5, 2022 12:02 AM","December 4, 2022"
Luchita,152.48,Gasto,Mantenimiento,Mantenimiento edificio,https://res.cloudinary.com/gscloudinary/image/upload/v1670216648/conta-fam/yzefrvwfivzuygsyiy02.jpg,"December 5, 2022 12:04 AM","December 4, 2022"
Luchita,15.63,Gasto,Mantenimiento,Contingencia edificio,https://res.cloudinary.com/gscloudinary/image/upload/v1670216715/conta-fam/cwrfg7g0oszkf2sq2wsg.jpg,"December 5, 2022 12:05 AM","December 4, 2022"
Juanito,45,Gasto,Bodega,"Pan,palta,arroz,papa amarilla,leche, pastillas ",,"December 7, 2022 9:00 AM","December 6, 2022"
Juanito,35,Ingreso,Depósito,"Yape a Luchi ",https://res.cloudinary.com/gscloudinary/image/upload/v1670421658/conta-fam/ixjvg7wogdfq6lh057vz.jpg,"December 7, 2022 9:00 AM","December 6, 2022"
Luchita,50,Gasto,Bodega,"Tottus, lonche navideño",https://res.cloudinary.com/gscloudinary/image/upload/v1670547186/conta-fam/fjlt8d4jjfs0zjeuop7u.jpg,"December 8, 2022 7:53 PM","December 7, 2022"
Luchita,71,Gasto,Bodega,"Tottus ph.jabones,aceite",https://res.cloudinary.com/gscloudinary/image/upload/v1670547233/conta-fam/avqnouwnukzqgsyzstcg.jpg,"December 8, 2022 7:53 PM","December 8, 2022"
Luchita,10,Gasto,Bodega,"Palta, papaya y otros ",https://res.cloudinary.com/gscloudinary/image/upload/v1670547768/conta-fam/zj9k6pkncgtov1kav74h.jpg,"December 8, 2022 8:02 PM","December 8, 2022"
Juanito,15,Gasto,Bodega,"Palta, huevos,pan",,"December 10, 2022 10:43 AM","December 9, 2022"
Juanito,35,Ingreso,Depósito,"Yape a Luchi ",https://res.cloudinary.com/gscloudinary/image/upload/v1670687072/conta-fam/q6d4xhvpd7z5ckvggqmo.jpg,"December 10, 2022 10:44 AM","December 9, 2022"
Luchita,297.4,Gasto,Luz,"Pago de 1 mes de luz, al dia",https://res.cloudinary.com/gscloudinary/image/upload/v1670848324/conta-fam/oybxafie9fts8krjqfza.jpg,"December 12, 2022 7:32 AM","December 12, 2022"
Juanito,90,Gasto,Bodega,Varios,,"December 12, 2022 2:35 PM","December 10, 2022"
Juanito,90,Gasto,Bodega,"Panetón, empanadas,licor",,"December 12, 2022 2:39 PM","December 7, 2022"
Juanito,85,Gasto,Bodega,"Pollo, verduras,pan,palta,papaya, mandarina, detergente, suavitel ",,"December 12, 2022 2:41 PM","December 5, 2022"
Juanito,47,Gasto,Bodega,"Pan,palta,queso,mi menú, cargador ",,"December 12, 2022 11:20 PM","December 12, 2022"
Juanito,40,Ingreso,Depósito,"Yape a Luchi ",https://res.cloudinary.com/gscloudinary/image/upload/v1670905243/conta-fam/yjorttes0n1eugqoz94p.jpg,"December 12, 2022 11:20 PM","December 12, 2022"
Juanito,60,Gasto,Bodega,"Pollo,pan,huevos, limones ",,"December 14, 2022 8:23 PM","December 13, 2022"
Juanito,20,Ingreso,Depósito,"Yape a Luchi ",https://res.cloudinary.com/gscloudinary/image/upload/v1671067436/conta-fam/jgp3vahxxzv9ezfk6bvb.jpg,"December 14, 2022 8:23 PM","December 13, 2022"
Luchita,18.7,Gasto,Bodega,Filetes de pollo mercado,https://res.cloudinary.com/gscloudinary/image/upload/v1671067768/conta-fam/ag7lgbktoz1axle1xtcf.jpg,"December 14, 2022 8:29 PM","December 10, 2022"
